Date of Sale,Region,Product Type,Sales Channel,Customer Type,Sales Amount in US$,Units Sold,Marketing Spend in US$,Returning Customer
29-03-2022,Australia,Antivirus,Partner,Consumer,2931,9,1185,No
30-03-2022,Europe,DevTools,Partner,Consumer,4329,12,531,Yes
31-03-2022,Australia,Database,Online,Consumer,1109,8,734,No
01-04-2022,Asia,ERP,Direct Sales,Consumer,4986,13,1672,Yes
02-04-2022,North America,ERP,Partner,Consumer,6996,5,1643,Yes
03-04-2022,Asia,Database,Partner,Consumer,2784,14,1685,Yes
04-04-2022,Europe,ERP,Direct Sales,Consumer,3037,16,1882,Yes
05-04-2022,South America,Antivirus,Online,Business,8436,11,679,Yes
06-04-2022,Australia,ERP,Partner,Business,203,12,745,No
07-04-2022,North America,ERP,Online,Consumer,6401,15,1000,Yes
08-04-2022,Australia,Database,Online,Consumer,3999,12,1873,Yes
09-04-2022,Europe,Database,Online,Consumer,3054,9,1663,Yes
10-04-2022,Australia,ERP,Online,Consumer,6610,1,986,Yes
11-04-2022,North America,CRM,Partner,Business,8363,3,631,Yes
12-04-2022,Europe,Database,Partner,Business,5628,12,1425,No
13-04-2022,Australia,DevTools,Online,Consumer,408,13,885,Yes
14-04-2022,South America,DevTools,Online,Business,4668,6,1297,No
15-04-2022,Europe,Antivirus,Direct Sales,Business,4681,10,1913,Yes
16-04-2022,Europe,ERP,Direct Sales,Consumer,5484,10,1359,No
17-04-2022,South America,CRM,Direct Sales,Consumer,6742,16,1886,No
18-04-2022,Asia,Antivirus,Partner,Consumer,291,1,1090,No
19-04-2022,North America,ERP,Direct Sales,Business,5070,16,1450,No
20-04-2022,Asia,Database,Partner,Business,5924,4,1841,No
21-04-2022,Australia,DevTools,Partner,Consumer,3499,6,1382,No
22-04-2022,South America,CRM,Partner,Consumer,6717,19,1422,No
23-04-2022,Asia,DevTools,Partner,Business,2359,2,1574,Yes
24-04-2022,Europe,Database,Direct Sales,Business,3242,18,1823,No
25-04-2022,Australia,ERP,Online,Consumer,9631,10,632,Yes
26-04-2022,Australia,Database,Online,Business,3546,4,1005,Yes
27-04-2022,Asia,Database,Online,Consumer,3530,1,1097,Yes
28-04-2022,Asia,DevTools,Direct Sales,Consumer,5997,15,1865,No
29-04-2022,South America,CRM,Online,Business,9713,10,1934,Yes
30-04-2022,North America,Database,Direct Sales,Business,9832,18,681,No
01-05-2022,Asia,DevTools,Direct Sales,Business,5839,16,679,No
02-05-2022,Asia,CRM,Direct Sales,Consumer,111,13,1902,No
03-05-2022,Europe,ERP,Online,Consumer,9016,15,944,Yes
04-05-2022,Australia,ERP,Online,Consumer,5745,2,863,Yes
05-05-2022,North America,Antivirus,Online,Consumer,3723,4,553,No
06-05-2022,Europe,DevTools,Partner,Consumer,8309,1,913,No
07-05-2022,South America,CRM,Direct Sales,Consumer,4058,7,1540,No
08-05-2022,South America,Database,Partner,Business,437,11,1139,No
09-05-2022,Asia,ERP,Direct Sales,Consumer,8229,10,1275,Yes
10-05-2022,Asia,CRM,Online,Consumer,5504,1,1876,Yes
11-05-2022,South America,DevTools,Direct Sales,Consumer,3448,11,672,Yes
12-05-2022,Asia,Antivirus,Direct Sales,Consumer,2584,10,607,Yes
13-05-2022,North America,ERP,Partner,Business,5979,14,1778,Yes
14-05-2022,Asia,CRM,Direct Sales,Consumer,2160,14,1662,No
15-05-2022,Australia,CRM,Online,Business,3306,7,896,No
16-05-2022,Asia,CRM,Direct Sales,Business,6402,11,986,Yes
17-05-2022,Europe,DevTools,Direct Sales,Consumer,8827,4,965,No
18-05-2022,North America,DevTools,Direct Sales,Consumer,5376,2,1472,Yes
19-05-2022,Europe,DevTools,Partner,Business,7615,7,592,No
20-05-2022,Europe,Database,Direct Sales,Business,7654,19,1234,No
21-05-2022,Australia,CRM,Direct Sales,Consumer,6677,14,701,No
22-05-2022,North America,ERP,Partner,Business,2534,19,1730,Yes
23-05-2022,North America,DevTools,Partner,Consumer,8681,7,1071,Yes
24-05-2022,North America,DevTools,Partner,Consumer,4419,12,1291,Yes
25-05-2022,North America,CRM,Partner,Business,538,3,544,No
26-05-2022,North America,DevTools,Online,Consumer,2522,15,587,No
27-05-2022,Australia,Database,Online,Consumer,7679,5,1513,No
28-05-2022,Asia,Database,Direct Sales,Consumer,784,8,1650,No
29-05-2022,Europe,DevTools,Online,Business,1559,14,1565,No
30-05-2022,North America,CRM,Direct Sales,Business,6973,4,1606,Yes
31-05-2022,Asia,CRM,Online,Business,8937,7,657,Yes
01-06-2022,Asia,CRM,Partner,Consumer,6374,7,1540,No
02-06-2022,Europe,Antivirus,Partner,Business,2301,18,773,Yes
03-06-2022,Australia,DevTools,Online,Business,629,14,647,No
04-06-2022,South America,CRM,Online,Business,6190,8,1636,No
05-06-2022,South America,Database,Direct Sales,Consumer,569,12,1834,Yes
06-06-2022,Asia,ERP,Direct Sales,Consumer,6166,10,1575,No
07-06-2022,Europe,ERP,Direct Sales,Business,2333,14,1708,Yes
08-06-2022,South America,CRM,Partner,Business,9056,9,1987,Yes
09-06-2022,Asia,ERP,Partner,Business,4803,6,702,Yes
10-06-2022,Australia,ERP,Partner,Consumer,2317,5,1948,No
11-06-2022,South America,Antivirus,Partner,Business,8546,1,1402,Yes
12-06-2022,Asia,Database,Direct Sales,Consumer,2615,1,1720,No
13-06-2022,Asia,Database,Partner,Consumer,3135,17,1475,No
14-06-2022,North America,Antivirus,Partner,Consumer,8359,11,1355,No
15-06-2022,Australia,Antivirus,Partner,Business,3157,12,1555,No
16-06-2022,North America,ERP,Partner,Business,4161,3,980,No
17-06-2022,Europe,DevTools,Online,Consumer,3542,6,1886,No
18-06-2022,North America,ERP,Direct Sales,Consumer,1252,11,673,No
19-06-2022,North America,Antivirus,Direct Sales,Consumer,485,13,977,No
20-06-2022,South America,Database,Partner,Consumer,7273,11,547,Yes
21-06-2022,Asia,ERP,Online,Business,6487,8,907,Yes
22-06-2022,Australia,DevTools,Direct Sales,Business,2895,10,827,No
23-06-2022,North America,ERP,Direct Sales,Consumer,3026,2,574,No
24-06-2022,Australia,CRM,Partner,Consumer,9456,14,1238,Yes
25-06-2022,North America,ERP,Partner,Consumer,9878,16,1203,Yes
26-06-2022,Europe,Antivirus,Direct Sales,Business,4787,17,617,Yes
27-06-2022,North America,Database,Direct Sales,Consumer,8044,11,893,Yes
28-06-2022,South America,Database,Online,Business,7393,2,1930,Yes
29-06-2022,Asia,Antivirus,Direct Sales,Consumer,3043,5,666,Yes
30-06-2022,Europe,CRM,Direct Sales,Business,680,16,958,No
01-07-2022,North America,Antivirus,Partner,Business,1511,16,554,Yes
02-07-2022,Australia,ERP,Direct Sales,Consumer,8399,2,723,Yes
03-07-2022,Europe,Antivirus,Partner,Business,7339,16,1549,Yes
04-07-2022,Europe,Antivirus,Direct Sales,Business,6677,5,1050,Yes
05-07-2022,North America,CRM,Direct Sales,Business,1393,8,1178,No
06-07-2022,Europe,ERP,Direct Sales,Business,6435,14,735,No
07-07-2022,Australia,DevTools,Online,Consumer,7744,10,1523,No
08-07-2022,Europe,DevTools,Partner,Consumer,8620,2,1627,No
09-07-2022,Australia,Database,Online,Consumer,231,3,772,No
10-07-2022,North America,Antivirus,Direct Sales,Consumer,6876,18,567,No
11-07-2022,Asia,Database,Online,Consumer,289,2,621,No
12-07-2022,Europe,CRM,Partner,Business,7098,9,1486,No
13-07-2022,Asia,DevTools,Direct Sales,Business,6393,2,703,Yes
14-07-2022,Australia,Antivirus,Online,Business,1569,7,1241,Yes
15-07-2022,Europe,CRM,Online,Business,7685,7,729,No
16-07-2022,South America,CRM,Partner,Consumer,777,14,755,No
17-07-2022,Asia,Antivirus,Online,Consumer,8281,5,507,No
18-07-2022,Europe,CRM,Partner,Business,2693,8,981,Yes
19-07-2022,Asia,Antivirus,Direct Sales,Consumer,6920,18,635,No
20-07-2022,Europe,Antivirus,Direct Sales,Business,9245,6,1091,No
21-07-2022,North America,ERP,Online,Business,3464,14,1397,No
22-07-2022,Asia,Database,Direct Sales,Consumer,5079,18,1051,No
23-07-2022,South America,CRM,Direct Sales,Consumer,4685,17,1558,Yes
24-07-2022,South America,CRM,Online,Consumer,1660,9,1612,No
25-07-2022,Australia,ERP,Direct Sales,Consumer,5944,13,1545,Yes
26-07-2022,Europe,ERP,Online,Consumer,7456,16,1905,Yes
27-07-2022,Asia,ERP,Partner,Consumer,9177,10,856,No
28-07-2022,Australia,DevTools,Partner,Consumer,8523,10,784,Yes
29-07-2022,Asia,DevTools,Partner,Business,5149,4,1415,No
30-07-2022,Europe,DevTools,Online,Consumer,7218,12,1392,Yes
31-07-2022,South America,Antivirus,Online,Business,8028,8,1265,No
01-08-2022,North America,CRM,Direct Sales,Business,4986,15,507,Yes
02-08-2022,South America,Database,Direct Sales,Consumer,1243,19,1333,Yes
03-08-2022,Australia,Antivirus,Direct Sales,Business,4436,15,1899,No
04-08-2022,North America,CRM,Direct Sales,Consumer,8441,8,1002,Yes
05-08-2022,Australia,CRM,Direct Sales,Business,6007,8,1951,No
06-08-2022,Europe,ERP,Online,Business,7272,19,1035,No
07-08-2022,North America,ERP,Online,Business,1934,9,710,Yes
08-08-2022,Australia,Antivirus,Partner,Consumer,9647,17,1098,No
09-08-2022,Europe,ERP,Partner,Business,4100,8,1242,No
10-08-2022,South America,CRM,Partner,Business,6571,12,1444,No
11-08-2022,Europe,ERP,Partner,Business,287,15,1257,No
12-08-2022,Asia,DevTools,Online,Consumer,1360,4,1305,Yes
13-08-2022,Europe,ERP,Online,Business,7842,6,536,Yes
14-08-2022,Europe,CRM,Online,Consumer,9683,16,880,Yes
15-08-2022,Asia,Antivirus,Direct Sales,Business,3269,5,966,No
16-08-2022,Australia,Database,Direct Sales,Business,468,13,1981,Yes
17-08-2022,Australia,ERP,Partner,Business,3673,15,943,Yes
18-08-2022,Europe,CRM,Direct Sales,Consumer,273,17,1845,Yes
19-08-2022,Asia,Database,Online,Business,2004,5,957,No
20-08-2022,Asia,Database,Partner,Business,7549,19,644,Yes
21-08-2022,South America,DevTools,Partner,Business,9377,7,871,No
22-08-2022,Australia,Database,Direct Sales,Business,966,3,909,Yes
23-08-2022,North America,CRM,Partner,Consumer,5623,13,1967,Yes
24-08-2022,Australia,CRM,Direct Sales,Business,2613,14,1511,No
25-08-2022,Australia,ERP,Direct Sales,Business,1477,16,1898,Yes
26-08-2022,South America,ERP,Partner,Business,2268,13,1752,No
27-08-2022,North America,ERP,Direct Sales,Business,5820,2,1368,No
28-08-2022,South America,Database,Direct Sales,Consumer,745,14,1513,Yes
29-08-2022,North America,Database,Direct Sales,Business,4399,7,1437,No
30-08-2022,Europe,DevTools,Direct Sales,Business,1439,5,1499,No
31-08-2022,North America,ERP,Partner,Consumer,2800,14,897,No
01-09-2022,South America,Antivirus,Online,Business,1988,9,1112,No
02-09-2022,Australia,DevTools,Online,Business,8841,10,1389,Yes
03-09-2022,North America,Antivirus,Direct Sales,Business,7109,7,554,No
04-09-2022,North America,Database,Direct Sales,Consumer,8698,14,1224,No
05-09-2022,Asia,DevTools,Direct Sales,Business,3896,14,1790,Yes
06-09-2022,Australia,DevTools,Online,Consumer,3203,2,1239,Yes
07-09-2022,Europe,CRM,Direct Sales,Consumer,3868,17,1328,Yes
08-09-2022,South America,Database,Partner,Consumer,284,4,803,No
09-09-2022,Europe,Database,Partner,Consumer,7275,13,1692,No
10-09-2022,Australia,DevTools,Partner,Consumer,3563,18,1038,No
11-09-2022,North America,Database,Online,Consumer,3202,3,1935,No
12-09-2022,North America,DevTools,Direct Sales,Consumer,6022,19,1991,Yes
13-09-2022,Australia,CRM,Direct Sales,Business,4419,5,1874,Yes
14-09-2022,North America,DevTools,Direct Sales,Business,9810,1,627,No
15-09-2022,North America,Database,Online,Consumer,3627,9,1000,No
16-09-2022,North America,Database,Online,Consumer,6178,8,1918,No
17-09-2022,South America,DevTools,Online,Consumer,3185,3,1707,No
18-09-2022,South America,DevTools,Online,Consumer,9907,2,1867,Yes
19-09-2022,Asia,DevTools,Partner,Consumer,4507,1,1359,Yes
20-09-2022,Europe,ERP,Online,Consumer,6378,12,1221,Yes
21-09-2022,Australia,Database,Online,Business,1355,13,660,Yes
22-09-2022,Australia,Database,Online,Business,7357,10,1759,No
23-09-2022,Australia,ERP,Direct Sales,Consumer,2765,17,1618,Yes
24-09-2022,Asia,DevTools,Direct Sales,Consumer,4541,11,588,No
25-09-2022,South America,CRM,Direct Sales,Consumer,8843,5,814,Yes
26-09-2022,Asia,DevTools,Partner,Business,9708,9,1336,Yes
27-09-2022,Australia,DevTools,Partner,Consumer,4303,13,1527,No
28-09-2022,Europe,ERP,Online,Business,8365,11,707,Yes
29-09-2022,North America,Database,Direct Sales,Business,628,4,867,Yes
30-09-2022,South America,DevTools,Partner,Business,8491,11,790,Yes
01-10-2022,South America,Database,Direct Sales,Consumer,6332,9,830,Yes
02-10-2022,Asia,Antivirus,Partner,Consumer,4938,7,1881,No
03-10-2022,South America,Database,Partner,Business,8911,16,1574,Yes
04-10-2022,Australia,CRM,Online,Business,8469,5,1606,Yes
05-10-2022,Australia,CRM,Online,Business,3040,6,1691,Yes
06-10-2022,Asia,DevTools,Partner,Business,7936,19,1035,No
07-10-2022,Australia,Database,Online,Consumer,1085,1,1651,No
08-10-2022,Europe,DevTools,Partner,Business,8245,16,1968,Yes
09-10-2022,Asia,ERP,Partner,Consumer,6787,18,1548,Yes
10-10-2022,Europe,CRM,Direct Sales,Business,970,13,1125,Yes
11-10-2022,North America,DevTools,Online,Consumer,6862,1,1575,No
12-10-2022,Europe,ERP,Online,Business,5847,10,1851,Yes
13-10-2022,North America,DevTools,Online,Consumer,5986,7,693,Yes
14-10-2022,North America,Database,Direct Sales,Consumer,2980,5,898,No
15-10-2022,Europe,Database,Direct Sales,Consumer,2738,13,1879,No
16-10-2022,Asia,Database,Direct Sales,Business,7649,16,1919,No
17-10-2022,Australia,Database,Online,Consumer,2642,14,1226,Yes
18-10-2022,Australia,Antivirus,Online,Business,4518,11,1062,Yes
19-10-2022,North America,ERP,Online,Consumer,6978,19,924,Yes
20-10-2022,North America,ERP,Direct Sales,Consumer,888,2,1248,No
21-10-2022,Asia,Database,Direct Sales,Business,5986,8,1902,Yes
22-10-2022,South America,Antivirus,Partner,Consumer,5935,13,725,Yes
23-10-2022,Europe,Database,Direct Sales,Consumer,6874,7,1130,No
24-10-2022,North America,Antivirus,Partner,Business,3762,12,1867,No
25-10-2022,Australia,Database,Online,Consumer,4545,8,1024,Yes
26-10-2022,Asia,CRM,Direct Sales,Consumer,3367,16,1652,No
27-10-2022,Europe,CRM,Online,Consumer,8101,18,1084,Yes
28-10-2022,Asia,DevTools,Online,Consumer,1393,19,1707,Yes
29-10-2022,Europe,Database,Online,Business,9633,4,1972,Yes
30-10-2022,Europe,ERP,Online,Consumer,6385,12,1082,No
31-10-2022,North America,DevTools,Direct Sales,Consumer,8880,16,1768,Yes
01-11-2022,Asia,CRM,Online,Consumer,4320,17,1983,No
02-11-2022,Asia,Database,Partner,Consumer,3390,4,1976,No
03-11-2022,Australia,DevTools,Direct Sales,Consumer,9017,9,1151,No
04-11-2022,Australia,Database,Online,Consumer,1079,5,1229,No
05-11-2022,North America,CRM,Direct Sales,Consumer,1259,17,955,Yes
06-11-2022,North America,DevTools,Partner,Consumer,3064,17,971,No
07-11-2022,South America,CRM,Online,Business,9602,2,1239,Yes
08-11-2022,Australia,Antivirus,Partner,Business,6367,2,801,Yes
09-11-2022,Europe,CRM,Online,Business,5587,7,1567,Yes
10-11-2022,Asia,Database,Partner,Business,7083,4,1304,Yes
11-11-2022,North America,ERP,Online,Consumer,4233,13,1847,No
12-11-2022,Asia,CRM,Direct Sales,Consumer,7605,11,1716,No
13-11-2022,Asia,ERP,Online,Business,3993,3,984,Yes
14-11-2022,South America,Antivirus,Direct Sales,Business,8281,2,1259,Yes
15-11-2022,Australia,DevTools,Online,Business,2746,16,1626,Yes
16-11-2022,North America,DevTools,Online,Consumer,2848,3,790,No
17-11-2022,Asia,ERP,Partner,Consumer,5272,15,547,No
18-11-2022,North America,DevTools,Partner,Business,4365,17,1778,Yes
19-11-2022,Europe,CRM,Partner,Business,6516,16,706,Yes
20-11-2022,South America,ERP,Online,Business,3706,7,1834,Yes
21-11-2022,Europe,Database,Online,Business,2382,16,1870,No
22-11-2022,North America,CRM,Online,Business,4751,5,1191,Yes
23-11-2022,North America,CRM,Direct Sales,Consumer,5653,2,1710,No
24-11-2022,Australia,CRM,Direct Sales,Business,1512,1,1045,No
25-11-2022,Asia,Database,Online,Consumer,5612,13,1787,No
26-11-2022,Asia,Antivirus,Partner,Business,3261,16,1737,Yes
27-11-2022,Europe,DevTools,Partner,Business,3985,5,618,No
28-11-2022,South America,ERP,Partner,Consumer,2865,3,1374,No
29-11-2022,Asia,Antivirus,Online,Business,9321,15,1460,Yes
30-11-2022,Australia,ERP,Partner,Consumer,6865,16,501,Yes
01-12-2022,Europe,DevTools,Online,Consumer,2698,11,1970,Yes
02-12-2022,Europe,Database,Direct Sales,Business,6486,19,1110,No
03-12-2022,Australia,CRM,Partner,Business,8501,18,1276,No
04-12-2022,South America,CRM,Direct Sales,Consumer,4076,9,792,Yes
05-12-2022,Australia,Database,Partner,Consumer,8317,8,1416,No
06-12-2022,South America,Antivirus,Online,Business,1629,19,1716,Yes
07-12-2022,Australia,Antivirus,Online,Consumer,8246,5,1379,Yes
08-12-2022,Australia,ERP,Online,Business,5449,17,1682,No
09-12-2022,North America,Database,Online,Consumer,2307,5,1597,No
10-12-2022,Europe,Antivirus,Partner,Business,4131,14,856,No
11-12-2022,Australia,Database,Direct Sales,Consumer,9881,7,1154,No
12-12-2022,Australia,DevTools,Online,Consumer,7857,9,723,Yes
13-12-2022,Asia,CRM,Partner,Business,5793,17,563,Yes
14-12-2022,Europe,CRM,Direct Sales,Consumer,1240,3,595,No
15-12-2022,Asia,CRM,Online,Consumer,4236,8,1914,No
16-12-2022,Europe,Database,Direct Sales,Consumer,2704,13,1977,No
17-12-2022,Asia,Database,Online,Consumer,803,16,642,Yes
18-12-2022,Australia,ERP,Direct Sales,Consumer,5468,10,1003,Yes
19-12-2022,Australia,CRM,Direct Sales,Consumer,8903,18,672,No
20-12-2022,North America,ERP,Online,Consumer,6788,3,1751,Yes
21-12-2022,Asia,CRM,Partner,Business,2572,12,1244,Yes
22-12-2022,South America,ERP,Direct Sales,Consumer,5778,16,1432,Yes
23-12-2022,North America,ERP,Online,Consumer,9438,18,1310,Yes
24-12-2022,Asia,DevTools,Direct Sales,Business,7257,17,1565,No
25-12-2022,Asia,ERP,Direct Sales,Consumer,6926,7,979,No
26-12-2022,North America,Database,Partner,Consumer,9685,19,706,No
27-12-2022,Australia,ERP,Direct Sales,Business,8009,8,526,No
28-12-2022,Asia,CRM,Direct Sales,Consumer,1453,17,1169,Yes
29-12-2022,Australia,ERP,Online,Consumer,3542,7,1862,No
30-12-2022,North America,Antivirus,Online,Business,9655,1,958,No
31-12-2022,Australia,CRM,Partner,Business,4948,8,794,No
01-01-2022,Europe,Antivirus,Direct Sales,Consumer,1205,19,1889,No
02-01-2022,South America,CRM,Direct Sales,Consumer,4640,10,658,No
03-01-2022,Asia,Database,Direct Sales,Business,7000,12,578,Yes
04-01-2022,South America,Database,Partner,Consumer,9976,1,1819,No
05-01-2022,Australia,Database,Direct Sales,Business,3307,4,1551,Yes
06-01-2022,Asia,Antivirus,Online,Business,5189,4,1133,Yes
07-01-2022,Australia,DevTools,Partner,Business,8809,9,1629,Yes
08-01-2022,Europe,CRM,Online,Consumer,3617,15,1612,Yes
09-01-2022,North America,Database,Online,Business,1182,15,560,Yes
10-01-2022,Asia,CRM,Partner,Business,9494,7,1514,Yes
11-01-2022,Europe,Antivirus,Online,Business,4936,12,1461,No
12-01-2022,Europe,DevTools,Direct Sales,Consumer,5078,3,1946,Yes
13-01-2022,Asia,Antivirus,Partner,Consumer,6250,9,1950,No
14-01-2022,Australia,CRM,Online,Consumer,135,14,1067,Yes
15-01-2022,Europe,DevTools,Direct Sales,Business,9318,13,1385,Yes
16-01-2022,South America,DevTools,Direct Sales,Consumer,3678,12,712,Yes
17-01-2022,Europe,Antivirus,Online,Consumer,4030,1,600,No
18-01-2022,Australia,Database,Direct Sales,Business,1824,19,1149,Yes
19-01-2022,Australia,CRM,Partner,Business,3844,16,1535,Yes
20-01-2022,South America,ERP,Online,Consumer,8059,12,1352,No
21-01-2022,Europe,ERP,Direct Sales,Consumer,8020,10,1144,Yes
22-01-2022,Australia,Antivirus,Direct Sales,Business,9364,2,1727,Yes
23-01-2022,Asia,CRM,Online,Consumer,4092,18,1692,Yes
24-01-2022,North America,CRM,Online,Business,7116,13,1598,No
25-01-2022,North America,Antivirus,Online,Business,5122,6,616,Yes
26-01-2022,North America,CRM,Online,Consumer,8060,12,1695,Yes
27-01-2022,Europe,Database,Partner,Consumer,7154,4,1879,No
28-01-2022,South America,Antivirus,Online,Consumer,3742,1,589,No
29-01-2022,Australia,Database,Partner,Consumer,3433,11,1103,Yes
30-01-2022,Asia,CRM,Partner,Business,2599,8,1983,Yes
